epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,824.292,2.26874,3.59299,1.13707,1.13018,0.52774,0.49977,0.49644,0.24293,0.42044,0.34782,0.34901,0.11026,2.45242,3.78532,1.17032,1.12487,0.000738841,0.000738841,0.000738841
129,830.501,2.28414,3.59116,1.16024,1.11621,0.52774,0.49977,0.49644,0.24293,0.42044,0.34782,0.34901,0.11026,2.45242,3.78532,1.17032,1.12487,0.000729515,0.000729515,0.000729515
130,836.409,2.22388,3.54948,1.18419,1.14295,0.51709,0.50981,0.50369,0.24719,0.37951,0.38097,0.34021,0.10743,2.40533,3.74054,1.17006,1.11323,0.000720194,0.000720194,0.000720194
131,842.253,2.29385,3.55733,1.15045,1.12416,0.51709,0.50981,0.50369,0.24719,0.37951,0.38097,0.34021,0.10743,2.40533,3.74054,1.17006,1.11323,0.000710878,0.000710878,0.000710878
132,848.417,2.28125,3.66532,1.16667,1.1084,0.53859,0.48276,0.50054,0.24678,0.41341,0.37812,0.34277,0.1077,2.41566,3.75769,1.17429,1.10587,0.00070157,0.00070157,0.00070157
133,854.528,2.30515,3.56236,1.16604,1.12804,0.53859,0.48276,0.50054,0.24678,0.41341,0.37812,0.34277,0.1077,2.41566,3.75769,1.17429,1.10587,0.00069227,0.00069227,0.00069227
134,860.879,2.32442,3.55679,1.16137,1.11186,0.56492,0.5421,0.51699,0.25149,0.42244,0.39808,0.33705,0.10689,2.40273,3.76984,1.17776,1.10212,0.000682981,0.000682981,0.000682981
135,866.963,2.34266,3.53158,1.16028,1.10508,0.56492,0.5421,0.51699,0.25149,0.42244,0.39808,0.33705,0.10689,2.40273,3.76984,1.17776,1.10212,0.000673704,0.000673704,0.000673704
136,872.86,2.1469,3.46334,1.12773,1.1134,0.56492,0.5421,0.51699,0.25149,0.42244,0.39808,0.33705,0.10689,2.40273,3.76984,1.17776,1.10212,0.00066444,0.00066444,0.00066444
137,878.876,2.26058,3.52212,1.1772,1.12101,0.54049,0.53131,0.50673,0.25426,0.37545,0.37367,0.32428,0.10334,2.41338,3.73681,1.16711,1.10304,0.000655191,0.000655191,0.000655191
138,885.569,2.27291,3.56767,1.14324,1.12069,0.54049,0.53131,0.50673,0.25426,0.37545,0.37367,0.32428,0.10334,2.41338,3.73681,1.16711,1.10304,0.000645958,0.000645958,0.000645958
139,891.867,2.18686,3.4272,1.12317,1.12969,0.52684,0.50218,0.51115,0.25399,0.4062,0.40354,0.3522,0.11057,2.40463,3.7077,1.14449,1.11377,0.000636742,0.000636742,0.000636742
140,897.906,2.17323,3.4777,1.11108,1.11953,0.52684,0.50218,0.51115,0.25399,0.4062,0.40354,0.3522,0.11057,2.40463,3.7077,1.14449,1.11377,0.000627545,0.000627545,0.000627545
141,904.719,2.18604,3.49124,1.10796,1.11174,0.53096,0.51597,0.51253,0.25828,0.44241,0.46502,0.40199,0.12974,2.33742,3.70169,1.14289,1.09137,0.000618369,0.000618369,0.000618369
142,911.644,2.17655,3.50864,1.12969,1.12277,0.53096,0.51597,0.51253,0.25828,0.44241,0.46502,0.40199,0.12974,2.33742,3.70169,1.14289,1.09137,0.000609215,0.000609215,0.000609215
143,918.647,2.12634,3.3745,1.11243,1.12287,0.53619,0.51934,0.50299,0.25773,0.44152,0.41304,0.39846,0.13418,2.35667,3.66495,1.13989,1.09248,0.000600085,0.000600085,0.000600085
144,925.002,2.25416,3.53231,1.1298,1.10608,0.53619,0.51934,0.50299,0.25773,0.44152,0.41304,0.39846,0.13418,2.35667,3.66495,1.13989,1.09248,0.000590979,0.000590979,0.000590979
145,932.434,2.18272,3.50308,1.09408,1.09331,0.52611,0.49035,0.47891,0.25402,0.42815,0.39977,0.37076,0.12293,2.35994,3.62964,1.13646,1.09501,0.000581899,0.000581899,0.000581899
146,938.517,2.22405,3.42052,1.11676,1.11452,0.52611,0.49035,0.47891,0.25402,0.42815,0.39977,0.37076,0.12293,2.35994,3.62964,1.13646,1.09501,0.000572848,0.000572848,0.000572848
147,944.897,2.14763,3.47122,1.12566,1.10807,0.54602,0.47417,0.48137,0.25878,0.45135,0.41033,0.39324,0.13208,2.36123,3.61322,1.1287,1.10337,0.000563825,0.000563825,0.000563825
148,951.231,2.08757,3.42967,1.08536,1.12192,0.54602,0.47417,0.48137,0.25878,0.45135,0.41033,0.39324,0.13208,2.36123,3.61322,1.1287,1.10337,0.000554833,0.000554833,0.000554833
149,957.839,2.39385,3.63883,1.13644,1.11889,0.54447,0.50554,0.51152,0.25952,0.44243,0.42219,0.38018,0.134,2.36143,3.58683,1.12532,1.10282,0.000545873,0.000545873,0.000545873
150,964.527,2.22233,3.51801,1.11296,1.10616,0.54447,0.50554,0.51152,0.25952,0.44243,0.42219,0.38018,0.134,2.36143,3.58683,1.12532,1.10282,0.000536947,0.000536947,0.000536947
151,970.662,2.26981,3.45384,1.1119,1.10217,0.54447,0.50554,0.51152,0.25952,0.44243,0.42219,0.38018,0.134,2.36143,3.58683,1.12532,1.10282,0.000528055,0.000528055,0.000528055
152,976.696,2.13486,3.43464,1.07866,1.09289,0.50551,0.54132,0.49719,0.25722,0.39273,0.40656,0.34887,0.11691,2.36636,3.57279,1.12477,1.08803,0.000519199,0.000519199,0.000519199
153,982.723,2.1371,3.36712,1.09778,1.08206,0.50551,0.54132,0.49719,0.25722,0.39273,0.40656,0.34887,0.11691,2.36636,3.57279,1.12477,1.08803,0.000510381,0.000510381,0.000510381
154,989.362,2.15945,3.39298,1.0806,1.10243,0.53327,0.53842,0.51377,0.26832,0.40299,0.42348,0.36777,0.11733,2.36096,3.56704,1.1152,1.09356,0.000501603,0.000501603,0.000501603
155,995.821,2.15982,3.41313,1.08536,1.09931,0.53327,0.53842,0.51377,0.26832,0.40299,0.42348,0.36777,0.11733,2.36096,3.56704,1.1152,1.09356,0.000492864,0.000492864,0.000492864
156,1002.43,2.2774,3.52092,1.09826,1.11226,0.55649,0.5271,0.5149,0.26474,0.41356,0.41986,0.38176,0.1224,2.33158,3.61468,1.11632,1.10147,0.000484168,0.000484168,0.000484168
157,1008.92,2.11787,3.43693,1.08754,1.1268,0.55649,0.5271,0.5149,0.26474,0.41356,0.41986,0.38176,0.1224,2.33158,3.61468,1.11632,1.10147,0.000475514,0.000475514,0.000475514
158,1015.41,2.16215,3.44554,1.07589,1.10621,0.57017,0.52759,0.54384,0.27399,0.41727,0.3954,0.37333,0.11618,2.31264,3.58537,1.11396,1.08935,0.000466905,0.000466905,0.000466905
159,1022.14,2.15949,3.44015,1.09286,1.12115,0.57017,0.52759,0.54384,0.27399,0.41727,0.3954,0.37333,0.11618,2.31264,3.58537,1.11396,1.08935,0.000458342,0.000458342,0.000458342
160,1029.02,2.11413,3.40743,1.05196,1.0975,0.53148,0.51744,0.51905,0.27041,0.38067,0.38543,0.35915,0.11066,2.33751,3.58761,1.12416,1.08236,0.000449826,0.000449826,0.000449826
161,1035.36,2.06146,3.34293,1.07521,1.10913,0.53148,0.51744,0.51905,0.27041,0.38067,0.38543,0.35915,0.11066,2.33751,3.58761,1.12416,1.08236,0.000441359,0.000441359,0.000441359
162,1041.7,2.06962,3.38801,1.05406,1.10045,0.54927,0.51548,0.54263,0.26918,0.44258,0.38307,0.37932,0.12294,2.32852,3.58167,1.11818,1.0823,0.000432942,0.000432942,0.000432942
163,1047.97,2.10431,3.327,1.07714,1.09999,0.54927,0.51548,0.54263,0.26918,0.44258,0.38307,0.37932,0.12294,2.32852,3.58167,1.11818,1.0823,0.000424575,0.000424575,0.000424575
164,1054.3,2.2773,3.48968,1.07851,1.0937,0.58822,0.52196,0.54635,0.2768,0.47284,0.41875,0.40858,0.13391,2.30085,3.55382,1.10226,1.09278,0.000416262,0.000416262,0.000416262
165,1061.1,2.05936,3.37026,1.06011,1.10024,0.58822,0.52196,0.54635,0.2768,0.47284,0.41875,0.40858,0.13391,2.30085,3.55382,1.10226,1.09278,0.000408002,0.000408002,0.000408002
166,1067.92,2.12882,3.35776,1.0515,1.08216,0.63076,0.49285,0.54727,0.28029,0.49675,0.39785,0.40483,0.12838,2.26655,3.53077,1.09212,1.10242,0.000399798,0.000399798,0.000399798
167,1074.5,2.09909,3.40881,1.06566,1.09698,0.63076,0.49285,0.54727,0.28029,0.49675,0.39785,0.40483,0.12838,2.26655,3.53077,1.09212,1.10242,0.00039165,0.00039165,0.00039165
168,1081.07,2.09914,3.40272,1.06327,1.10894,0.63076,0.49285,0.54727,0.28029,0.49675,0.39785,0.40483,0.12838,2.26655,3.53077,1.09212,1.10242,0.00038356,0.00038356,0.00038356
169,1087.47,2.19757,3.37279,1.08185,1.09715,0.62923,0.48952,0.54616,0.28027,0.48925,0.40345,0.39929,0.13515,2.25512,3.51008,1.08533,1.10457,0.000375529,0.000375529,0.000375529
170,1094.97,2.09679,3.44071,1.05976,1.10214,0.62923,0.48952,0.54616,0.28027,0.48925,0.40345,0.39929,0.13515,2.25512,3.51008,1.08533,1.10457,0.000367558,0.000367558,0.000367558
171,1102.09,2.228,3.50068,1.10765,1.11136,0.58834,0.51527,0.54346,0.28309,0.48855,0.39621,0.40436,0.12995,2.25734,3.50072,1.08629,1.09933,0.000359649,0.000359649,0.000359649
172,1108.89,2.12227,3.31669,1.06104,1.09677,0.58834,0.51527,0.54346,0.28309,0.48855,0.39621,0.40436,0.12995,2.25734,3.50072,1.08629,1.09933,0.000351802,0.000351802,0.000351802
173,1115.68,2.16874,3.32491,1.08353,1.09874,0.56961,0.51359,0.54729,0.28305,0.48939,0.3954,0.40789,0.13298,2.26013,3.49395,1.09344,1.08831,0.00034402,0.00034402,0.00034402
174,1122.85,2.13782,3.31604,1.07787,1.09964,0.56961,0.51359,0.54729,0.28305,0.48939,0.3954,0.40789,0.13298,2.26013,3.49395,1.09344,1.08831,0.000336303,0.000336303,0.000336303
175,1129.95,2.09025,3.30875,1.05181,1.09257,0.54276,0.53507,0.53701,0.28351,0.46893,0.46557,0.42816,0.14835,2.29765,3.4817,1.09569,1.08986,0.000328652,0.000328652,0.000328652
176,1136.98,2.0977,3.33944,1.07687,1.09382,0.54276,0.53507,0.53701,0.28351,0.46893,0.46557,0.42816,0.14835,2.29765,3.4817,1.09569,1.08986,0.000321069,0.000321069,0.000321069
177,1143.96,2.10047,3.30833,1.08635,1.08968,0.54552,0.53918,0.54279,0.28556,0.46128,0.46336,0.4324,0.14766,2.28463,3.50363,1.09808,1.08216,0.000313556,0.000313556,0.000313556
178,1150.76,2.0869,3.35926,1.03035,1.07555,0.54552,0.53918,0.54279,0.28556,0.46128,0.46336,0.4324,0.14766,2.28463,3.50363,1.09808,1.08216,0.000306112,0.000306112,0.000306112
179,1157.62,2.06895,3.34559,1.0418,1.08388,0.56173,0.52919,0.55355,0.28939,0.47082,0.45768,0.44771,0.14178,2.24631,3.52924,1.10156,1.07935,0.000298739,0.000298739,0.000298739
180,1164.13,2.14487,3.4203,1.06605,1.08099,0.56173,0.52919,0.55355,0.28939,0.47082,0.45768,0.44771,0.14178,2.24631,3.52924,1.10156,1.07935,0.000291439,0.000291439,0.000291439
181,1170.55,2.13401,3.32375,1.05512,1.08338,0.5561,0.53909,0.56185,0.28777,0.4447,0.42206,0.40963,0.12514,2.24973,3.49974,1.10922,1.0803,0.000284213,0.000284213,0.000284213
182,1177.01,2.14562,3.35626,1.06702,1.09514,0.5561,0.53909,0.56185,0.28777,0.4447,0.42206,0.40963,0.12514,2.24973,3.49974,1.10922,1.0803,0.000277061,0.000277061,0.000277061
183,1183.28,2.11742,3.35143,1.06317,1.09282,0.5561,0.53909,0.56185,0.28777,0.4447,0.42206,0.40963,0.12514,2.24973,3.49974,1.10922,1.0803,0.000269985,0.000269985,0.000269985
184,1189.47,2.17502,3.38862,1.06762,1.08972,0.56514,0.50766,0.54354,0.27422,0.47306,0.38027,0.38562,0.1212,2.27488,3.51889,1.11557,1.09061,0.000262986,0.000262986,0.000262986
185,1195.59,2.21259,3.42876,1.05306,1.07745,0.56514,0.50766,0.54354,0.27422,0.47306,0.38027,0.38562,0.1212,2.27488,3.51889,1.11557,1.09061,0.000256065,0.000256065,0.000256065
186,1201.6,2.16487,3.39568,1.05317,1.09511,0.56546,0.49624,0.52446,0.27277,0.49351,0.3868,0.38847,0.12104,2.28145,3.5094,1.11743,1.09225,0.000249224,0.000249224,0.000249224
187,1208.02,2.15839,3.3989,1.049,1.08145,0.56546,0.49624,0.52446,0.27277,0.49351,0.3868,0.38847,0.12104,2.28145,3.5094,1.11743,1.09225,0.000242462,0.000242462,0.000242462
188,1214.54,2.01813,3.28222,1.0138,1.09396,0.57877,0.51038,0.54722,0.27802,0.47766,0.36924,0.3816,0.1164,2.26137,3.51254,1.11126,1.09188,0.000235782,0.000235782,0.000235782
189,1220.84,2.0856,3.28797,1.05417,1.09526,0.57877,0.51038,0.54722,0.27802,0.47766,0.36924,0.3816,0.1164,2.26137,3.51254,1.11126,1.09188,0.000229185,0.000229185,0.000229185
190,1227.05,2.06861,3.28325,1.01918,1.07816,0.54207,0.52038,0.53612,0.27796,0.55057,0.385,0.43001,0.13685,2.2712,3.48629,1.10347,1.09282,0.000222671,0.000222671,0.000222671
191,1233.06,2.11105,3.32176,1.04746,1.10492,0.54207,0.52038,0.53612,0.27796,0.55057,0.385,0.43001,0.13685,2.2712,3.48629,1.10347,1.09282,0.000216241,0.000216241,0.000216241
192,1239.18,2.11228,3.40138,1.03059,1.09304,0.5388,0.51254,0.53008,0.27719,0.5405,0.41007,0.44443,0.13683,2.29225,3.47263,1.098,1.09737,0.000209897,0.000209897,0.000209897
193,1245.46,2.0888,3.26653,1.02031,1.08245,0.5388,0.51254,0.53008,0.27719,0.5405,0.41007,0.44443,0.13683,2.29225,3.47263,1.098,1.09737,0.000203639,0.000203639,0.000203639
194,1251.8,2.12862,3.30944,1.03547,1.08396,0.60014,0.50325,0.54114,0.27343,0.55174,0.40632,0.43869,0.13365,2.27589,3.46845,1.09582,1.09166,0.000197468,0.000197468,0.000197468
195,1258.96,2.12895,3.30695,1.0537,1.09516,0.60014,0.50325,0.54114,0.27343,0.55174,0.40632,0.43869,0.13365,2.27589,3.46845,1.09582,1.09166,0.000191386,0.000191386,0.000191386
196,1265.67,2.0315,3.25923,1.01841,1.08235,0.58921,0.50048,0.54449,0.27627,0.58219,0.38245,0.42813,0.12884,2.29271,3.44676,1.10338,1.09071,0.000185394,0.000185394,0.000185394
197,1273.96,2.05407,3.24411,1.01523,1.07658,0.58921,0.50048,0.54449,0.27627,0.58219,0.38245,0.42813,0.12884,2.29271,3.44676,1.10338,1.09071,0.000179492,0.000179492,0.000179492
198,1282.12,2.04786,3.33352,1.0256,1.0939,0.58275,0.51076,0.54992,0.27685,0.54936,0.388,0.416,0.13067,2.27788,3.44841,1.09851,1.08937,0.000173681,0.000173681,0.000173681
199,1289.52,2.09545,3.32922,1.02627,1.07283,0.58275,0.51076,0.54992,0.27685,0.54936,0.388,0.416,0.13067,2.27788,3.44841,1.09851,1.08937,0.000167962,0.000167962,0.000167962
200,1296.61,2.03415,3.27169,1.03276,1.08514,0.58275,0.51076,0.54992,0.27685,0.54936,0.388,0.416,0.13067,2.27788,3.44841,1.09851,1.08937,0.000162337,0.000162337,0.000162337
201,1303.67,2.08065,3.32048,1.02938,1.08516,0.59564,0.50679,0.55619,0.28139,0.56025,0.39105,0.41737,0.13134,2.27423,3.44543,1.09423,1.09311,0.000156805,0.000156805,0.000156805
202,1310.31,2.12883,3.33126,1.03331,1.07366,0.59564,0.50679,0.55619,0.28139,0.56025,0.39105,0.41737,0.13134,2.27423,3.44543,1.09423,1.09311,0.000151368,0.000151368,0.000151368
203,1316.78,2.00777,3.20688,1.01609,1.08198,0.59989,0.49179,0.54794,0.27931,0.56804,0.38949,0.42221,0.13312,2.27358,3.41536,1.0898,1.09528,0.000146027,0.000146027,0.000146027
204,1323.22,1.9353,3.15209,0.99347,1.06634,0.59989,0.49179,0.54794,0.27931,0.56804,0.38949,0.42221,0.13312,2.27358,3.41536,1.0898,1.09528,0.000140783,0.000140783,0.000140783
205,1329.72,2.07642,3.29805,1.04746,1.07824,0.59257,0.51029,0.55866,0.28093,0.55299,0.38869,0.42549,0.13224,2.26968,3.41836,1.0897,1.09239,0.000135635,0.000135635,0.000135635
206,1336.13,1.99797,3.24088,1.00021,1.07062,0.59257,0.51029,0.55866,0.28093,0.55299,0.38869,0.42549,0.13224,2.26968,3.41836,1.0897,1.09239,0.000130587,0.000130587,0.000130587
207,1342.29,2.12607,3.36518,1.05279,1.07801,0.57929,0.54498,0.55825,0.28041,0.46352,0.4536,0.42636,0.139,2.27586,3.41852,1.08364,1.0908,0.000125637,0.000125637,0.000125637
208,1348.2,2.0564,3.26156,1.02877,1.082,0.57929,0.54498,0.55825,0.28041,0.46352,0.4536,0.42636,0.139,2.27586,3.41852,1.08364,1.0908,0.000120786,0.000120786,0.000120786
209,1354.75,1.9862,3.27477,1.00505,1.08593,0.6101,0.50374,0.54847,0.28867,0.53291,0.41523,0.44764,0.14832,2.2759,3.40045,1.07844,1.09011,0.000116037,0.000116037,0.000116037
210,1362.07,2.02883,3.25399,1.00279,1.07677,0.6101,0.50374,0.54847,0.28867,0.53291,0.41523,0.44764,0.14832,2.2759,3.40045,1.07844,1.09011,0.000111389,0.000111389,0.000111389
211,1368.89,2.11085,3.27151,1.01656,1.06821,0.59323,0.52199,0.55451,0.29068,0.48179,0.47551,0.44825,0.14598,2.27305,3.38889,1.07394,1.08648,0.000106842,0.000106842,0.000106842
212,1375.32,2.10213,3.35941,1.01116,1.06977,0.59323,0.52199,0.55451,0.29068,0.48179,0.47551,0.44825,0.14598,2.27305,3.38889,1.07394,1.08648,0.000102399,0.000102399,0.000102399
213,1381.77,2.05517,3.20606,1.02629,1.06015,0.59786,0.53073,0.55172,0.28638,0.49901,0.44306,0.44323,0.14293,2.25787,3.37636,1.07298,1.08278,9.80587e-05,9.80587e-05,9.80587e-05
214,1387.96,2.00625,3.2907,1.0065,1.07796,0.59786,0.53073,0.55172,0.28638,0.49901,0.44306,0.44323,0.14293,2.25787,3.37636,1.07298,1.08278,9.38227e-05,9.38227e-05,9.38227e-05
215,1394.29,2.10383,3.24194,1.01148,1.07231,0.59786,0.53073,0.55172,0.28638,0.49901,0.44306,0.44323,0.14293,2.25787,3.37636,1.07298,1.08278,8.96916e-05,8.96916e-05,8.96916e-05
216,1400.79,2.06327,3.26927,1.00399,1.08145,0.55763,0.54125,0.54644,0.28307,0.54895,0.41565,0.43667,0.14428,2.25714,3.37024,1.07658,1.0845,8.56659e-05,8.56659e-05,8.56659e-05
217,1407.1,1.97455,3.17924,1.00285,1.06555,0.55763,0.54125,0.54644,0.28307,0.54895,0.41565,0.43667,0.14428,2.25714,3.37024,1.07658,1.0845,8.17463e-05,8.17463e-05,8.17463e-05
218,1413.78,2.01739,3.22924,0.98919,1.07652,0.56251,0.53073,0.54815,0.28144,0.53482,0.41007,0.43211,0.14099,2.24992,3.37211,1.07547,1.08134,7.79334e-05,7.79334e-05,7.79334e-05
219,1419.93,1.95822,3.19775,1.00851,1.07466,0.56251,0.53073,0.54815,0.28144,0.53482,0.41007,0.43211,0.14099,2.24992,3.37211,1.07547,1.08134,7.42279e-05,7.42279e-05,7.42279e-05
220,1426.26,1.92921,3.18497,1.00604,1.08405,0.5635,0.53871,0.5452,0.27781,0.53874,0.41501,0.43898,0.1422,2.2624,3.37257,1.07458,1.08621,7.06302e-05,7.06302e-05,7.06302e-05
221,1432.49,1.96724,3.17101,0.99617,1.08711,0.5635,0.53871,0.5452,0.27781,0.53874,0.41501,0.43898,0.1422,2.2624,3.37257,1.07458,1.08621,6.7141e-05,6.7141e-05,6.7141e-05
222,1439.03,1.94973,3.20431,0.97733,1.07773,0.57934,0.52368,0.54923,0.27957,0.55286,0.42158,0.44748,0.14686,2.24987,3.40456,1.07759,1.08665,6.37608e-05,6.37608e-05,6.37608e-05
223,1445.33,2.04263,3.25236,0.99789,1.07028,0.57934,0.52368,0.54923,0.27957,0.55286,0.42158,0.44748,0.14686,2.24987,3.40456,1.07759,1.08665,6.04901e-05,6.04901e-05,6.04901e-05
224,1451.9,2.07239,3.21323,0.99816,1.06207,0.57225,0.52626,0.5556,0.28654,0.54727,0.41888,0.44926,0.14692,2.23455,3.372,1.07097,1.08383,5.73295e-05,5.73295e-05,5.73295e-05
225,1458.3,2.00485,3.19592,1.01308,1.08689,0.57225,0.52626,0.5556,0.28654,0.54727,0.41888,0.44926,0.14692,2.23455,3.372,1.07097,1.08383,5.42795e-05,5.42795e-05,5.42795e-05
226,1464.7,2.13595,3.33292,1.00795,1.07208,0.55859,0.54059,0.55767,0.28567,0.54042,0.41274,0.43746,0.14319,2.23673,3.36662,1.07001,1.08633,5.13405e-05,5.13405e-05,5.13405e-05
227,1471.08,2.00354,3.20655,0.98519,1.07525,0.55859,0.54059,0.55767,0.28567,0.54042,0.41274,0.43746,0.14319,2.23673,3.36662,1.07001,1.08633,4.85131e-05,4.85131e-05,4.85131e-05
228,1477.43,2.03747,3.22235,0.98603,1.05784,0.56612,0.53841,0.55816,0.28557,0.52084,0.40608,0.42555,0.13776,2.23399,3.36945,1.07164,1.08445,4.57976e-05,4.57976e-05,4.57976e-05
229,1483.8,2.01288,3.24522,0.98022,1.07448,0.56612,0.53841,0.55816,0.28557,0.52084,0.40608,0.42555,0.13776,2.23399,3.36945,1.07164,1.08445,4.31945e-05,4.31945e-05,4.31945e-05
230,1490.28,2.01183,3.23347,1.01221,1.08266,0.57042,0.53651,0.55988,0.28269,0.56017,0.3986,0.42986,0.13757,2.2389,3.3646,1.07559,1.08038,4.07041e-05,4.07041e-05,4.07041e-05
231,1496.76,2.14409,3.30742,1.03432,1.06836,0.57042,0.53651,0.55988,0.28269,0.56017,0.3986,0.42986,0.13757,2.2389,3.3646,1.07559,1.08038,3.8327e-05,3.8327e-05,3.8327e-05
232,1503.44,2.00536,3.25163,1.00977,1.07861,0.57042,0.53651,0.55988,0.28269,0.56017,0.3986,0.42986,0.13757,2.2389,3.3646,1.07559,1.08038,3.60634e-05,3.60634e-05,3.60634e-05
233,1509.92,2.00215,3.21742,0.9953,1.06242,0.56922,0.53403,0.5615,0.2816,0.50485,0.41412,0.41958,0.13369,2.23792,3.3581,1.0764,1.07803,3.39138e-05,3.39138e-05,3.39138e-05
234,1516.42,1.9719,3.2066,1.00489,1.08522,0.56922,0.53403,0.5615,0.2816,0.50485,0.41412,0.41958,0.13369,2.23792,3.3581,1.0764,1.07803,3.18784e-05,3.18784e-05,3.18784e-05
235,1522.67,2.00306,3.17161,1.00125,1.06288,0.57084,0.53898,0.56382,0.28747,0.50372,0.43117,0.44149,0.13927,2.23466,3.37234,1.07529,1.07766,2.99576e-05,2.99576e-05,2.99576e-05
236,1528.68,2.07284,3.25362,0.99674,1.07097,0.57084,0.53898,0.56382,0.28747,0.50372,0.43117,0.44149,0.13927,2.23466,3.37234,1.07529,1.07766,2.81517e-05,2.81517e-05,2.81517e-05
237,1535.06,2.01706,3.21309,0.99988,1.06573,0.56816,0.53708,0.5627,0.28723,0.47757,0.44082,0.43485,0.13778,2.22787,3.35637,1.07554,1.07743,2.6461e-05,2.6461e-05,2.6461e-05
238,1541.22,1.96507,3.1759,0.98996,1.06485,0.56816,0.53708,0.5627,0.28723,0.47757,0.44082,0.43485,0.13778,2.22787,3.35637,1.07554,1.07743,2.48857e-05,2.48857e-05,2.48857e-05
239,1547.65,1.96402,3.2369,0.97911,1.05213,0.56884,0.5267,0.55605,0.2862,0.481,0.44481,0.4389,0.13958,2.22462,3.35868,1.07686,1.07574,2.34261e-05,2.34261e-05,2.34261e-05
240,1553.83,1.96477,3.22355,0.99586,1.06794,0.56884,0.5267,0.55605,0.2862,0.481,0.44481,0.4389,0.13958,2.22462,3.35868,1.07686,1.07574,2.20824e-05,2.20824e-05,2.20824e-05
241,1570.76,2.00354,3.26692,0.99885,1.07658,0.55759,0.5406,0.55038,0.28813,0.49845,0.46444,0.45101,0.14471,2.23038,3.36045,1.07415,1.07962,2.08548e-05,2.08548e-05,2.08548e-05
242,1576.89,1.99534,3.22391,0.9885,1.06164,0.55759,0.5406,0.55038,0.28813,0.49845,0.46444,0.45101,0.14471,2.23038,3.36045,1.07415,1.07962,1.97436e-05,1.97436e-05,1.97436e-05
243,1583.24,2.04175,3.30181,1.00235,1.07606,0.56451,0.53434,0.55339,0.28618,0.47676,0.45799,0.44705,0.14246,2.22542,3.35449,1.07387,1.07609,1.87489e-05,1.87489e-05,1.87489e-05
244,1589.45,2.02377,3.24393,1.00137,1.07797,0.56451,0.53434,0.55339,0.28618,0.47676,0.45799,0.44705,0.14246,2.22542,3.35449,1.07387,1.07609,1.78708e-05,1.78708e-05,1.78708e-05
245,1595.87,1.97225,3.26146,0.9751,1.06165,0.56682,0.53456,0.55266,0.28346,0.48427,0.46071,0.44063,0.14722,2.22971,3.35727,1.07524,1.07659,1.71095e-05,1.71095e-05,1.71095e-05
246,1601.96,2.15207,3.34923,1.0122,1.06803,0.56682,0.53456,0.55266,0.28346,0.48427,0.46071,0.44063,0.14722,2.22971,3.35727,1.07524,1.07659,1.64652e-05,1.64652e-05,1.64652e-05
247,1607.98,2.04508,3.24934,0.99997,1.07329,0.56682,0.53456,0.55266,0.28346,0.48427,0.46071,0.44063,0.14722,2.22971,3.35727,1.07524,1.07659,1.59378e-05,1.59378e-05,1.59378e-05
248,1614.14,1.98428,3.21306,0.98325,1.06889,0.56763,0.53876,0.552,0.2833,0.48347,0.45308,0.43789,0.1471,2.23489,3.35099,1.07481,1.07892,1.55276e-05,1.55276e-05,1.55276e-05
249,1620.36,1.95079,3.17941,0.99318,1.07179,0.56763,0.53876,0.552,0.2833,0.48347,0.45308,0.43789,0.1471,2.23489,3.35099,1.07481,1.07892,1.52345e-05,1.52345e-05,1.52345e-05
